#name	Subject1
Hs.446641	0.155
Hs.341073	-0.17
Hs.435092	0.203
Hs.463797	-0.137
Hs.444036	0.31
Hs.371546	0.572
Hs.436317	0.309
Hs.187543	-0.284
Hs.421349	0.327
Hs.194385	0.344
Hs.436439	0.024
Hs.74441	-0.0435
Hs.370771	0.203
Hs.78854	0.066
Hs.173724	0.663
Hs.77221	-0.098
Hs.437257	0.188
Hs.432405	-0.308
Hs.445255	-0.2235
Hs.624	0.2145
Hs.799	-0.015
Hs.504510	0.113
Hs.437508	0.353
Hs.21635	0.377
Hs.352018	0.231
Hs.444521	0.03
Hs.172648	-0.082
Hs.673	0.118
Hs.2441	-0.158
Hs.301175	0.197
Hs.506837	-0.007
Hs.219614	-0.05
Hs.241543	0.275
Hs.74284	-0.156
Hs.1742	-0.1085
Hs.527860	0.016
Hs.119905	-0.351
Hs.320	-0.189
Hs.18720	-0.2
Hs.2420	0.035
Hs.254699	0.186
Hs.22051	0.033
Hs.49597	-0.015
Hs.296323	-0.135
Hs.413518	-0.2835
Hs.36927	-0.691
Hs.388014	-0.495
Hs.231411	0.393
Hs.119998	0.042
Hs.2200	-0.27
Hs.432448	0.095
Hs.130958	0.05
Hs.477083	-0.22
Hs.380742	-0.055
Hs.167738	0.153
Hs.132648	0.662
Hs.300485	0.447
Hs.380774	0.002
Hs.440835	0.2245
Hs.104888	-0.276
Hs.258536	-0.263
Hs.370168	-0.235
Hs.79339	0.167
Hs.1305	-0.037
Hs.2707	0.273
Hs.436432	0.174
Hs.8366	-0.197
Hs.421597	0.071
Hs.407135	0.186
Hs.461532	0.275
Hs.23582	0.224
Hs.17936	0.051
Hs.288654	0.241
Hs.99962	0.239
Hs.279908	0.31
Hs.348553	0.367
Hs.437625	-0.2395
Hs.435724	-0.119
Hs.325422	0.119
Hs.287616	0.0535
Hs.86088	0.249
Hs.221688	-0.076
Hs.274317	-0.138
Hs.435556	-0.082
Hs.16081	-0.263
Hs.437866	-0.241
Hs.283677	0.04
Hs.238990	0
Hs.438240	-0.474
Hs.286233	-0.119
Hs.111554	0.025
Hs.387871	-0.343
Hs.271167	0.078
Hs.406890	-0.08
Hs.173438	-0.408
Hs.125527	0.149
Hs.283622	-0.135
Hs.37003	0.42
Hs.194350	-0.198
Hs.61117	-0.24
Hs.389415	0.233
Hs.408487	-0.243
Hs.93207	-0.025
Hs.306899	0.077
Hs.351279	0.137
Hs.49051	0.078
Hs.375008	0.396
Hs.350321	-0.799
Hs.68257	0.249
Hs.9597	0.323
Hs.132773	-0.028
Hs.435609	0.221
Hs.59077	-0.178
Hs.387251	-0.352
Hs.379386	-0.167
Hs.263812	0.032
Hs.1780	0.62
Hs.132911	0.2
Hs.302418	-0.212
Hs.82294	0.2705
Hs.181163	0.3265
Hs.445725	0.179
Hs.15463	0.187
Hs.148916	-0.413
Hs.66708	-0.071
Hs.118358	0.43
Hs.319677	0.113
Hs.440913	-0.098
Hs.268768	-0.21875
Hs.449696	0.2525
Hs.409602	0.415
Hs.414332	0.339
Hs.373612	0.216
Hs.166684	-0.163
Hs.76917	0.039
Hs.194756	0.555
Hs.439726	-0.1
Hs.27744	0.238
Hs.334045	0.511
Hs.438673	0.418
Hs.252820	-0.023
Hs.326729	-0.45
Hs.13359	-0.489
Hs.166109	-0.584
Hs.164140	0.029
Hs.64	-0.202
Hs.118494	-0.211
Hs.415735	-0.169
Hs.445356	0.198
Hs.72984	0.038
Hs.23823	0.161
Hs.4253	-0.183
Hs.130119	-0.206
Hs.2913	0.163
Hs.307905	0.285
Hs.102866	-0.031
Hs.446501	0.181
Hs.443695	0.449
Hs.63841	-0.504
Hs.116237	0.024
Hs.333550	-0.15
Hs.126580	0.014
Hs.437980	-0.17
Hs.34287	-0.576
Hs.374481	-0.003
Hs.509314	-0.073
Hs.149466	0.309
Hs.440332	0.221
Hs.349208	-0.147
Hs.278483	0.059
Hs.128848	0.207
Hs.308638	-0.009
Hs.438953	-0.2305
Hs.89626	-0.215
Hs.250113	-0.134
Hs.3426	0.23
Hs.177574	-0.5515
Hs.76240	0.1415
Hs.82906	-0.224
Hs.99638	0.189
Hs.171391	0.034
Hs.437646	-0.051
Hs.200596	0.004
Hs.360943	-0.17
Hs.101916	0.107
Hs.439014	-0.236
Hs.57987	-0.071
Hs.446376	0.054
Hs.412107	-0.082
Hs.80526	0.018
Hs.154658	0.305
Hs.225946	0.693
Hs.300624	-0.305
Hs.119993	0.423
Hs.165743	-0.039
Hs.441039	0.223
Hs.35524	-0.036
Hs.145381	-0.028
Hs.38032	-0.359
Hs.1466	-0.432
Hs.76847	0.262
Hs.154437	0.38
Hs.494673	0.322
Hs.531355	-0.318
Hs.9754	0.0565
Hs.31664	0.572
Hs.54472	-0.292
Hs.276005	0.15
Hs.378757	-0.298
Hs.167746	0.247
Hs.435655	0.409
Hs.58612	-0.16
Hs.273330	0.266
Hs.90998	-0.135
Hs.239388	-0.027
Hs.9235	0.095
Hs.190114	-0.161
Hs.201362	0.045
Hs.724	0.194
Hs.185918	-0.094
Hs.355867	0.108
Hs.120247	-0.332
Hs.1422	0.169
Hs.1027	-0.142
Hs.12899	0.1645
Hs.410745	0.142
Hs.443811	-0.148
Hs.334612	-0.491
Hs.441069	-0.504
Hs.1973	0.097
Hs.17483	0.192
Hs.43505	-0.065
Hs.373914	0.258
Hs.407830	0.165
Hs.171626	-0.1775
Hs.75619	0.126
Hs.75432	0.35
Hs.44780	-0.378
Hs.102598	0.045
Hs.131356	0.201
Hs.530938	0.647
Hs.147644	-0.102
Hs.310542	-0.147
Hs.439203	-0.189
Hs.444695	0.079
Hs.439144	-0.00633333333333332
Hs.72988	-0.242
Hs.435811	0.885
Hs.95577	-0.031
Hs.443567	0.612
Hs.105	-0.262
Hs.186579	-0.104
Hs.55047	0.176
Hs.204475	-0.413
Hs.347527	0.133
Hs.146958	-0.252
Hs.533052	-0.086
Hs.82646	0.0755
Hs.510270	-0.301
Hs.166887	0.558
Hs.14074	-0.472
Hs.1602	-0.13
Hs.118110	0.368
Hs.406631	-0.022
Hs.73828	-0.172
Hs.381282	0.231
Hs.35101	0.303
Hs.7788	0.06
Hs.36069	-0.146
Hs.201774	0.16
Hs.279542	1.004
Hs.506357	0.268
Hs.445237	-0.173
Hs.169274	-0.014
Hs.311765	-0.069
Hs.49322	0.224
Hs.3887	-0.131
Hs.25601	0.234
Hs.444172	-0.168
Hs.75596	0.035
Hs.387222	0.032
Hs.16063	0.38
Hs.84999	0.001
Hs.106005	0.424
Hs.4209	-0.219
Hs.297420	-0.221
Hs.421245	-0.138
Hs.170538	-0.445
Hs.421649	0.3715
Hs.386092	0.016
Hs.364345	0.101
Hs.404814	-0.617
Hs.511400	-0.039
Hs.443301	-0.021
Hs.442630	-0.293
Hs.260523	-0.059
Hs.437638	-0.4565
Hs.108332	-0.193
Hs.76884	0.15
Hs.411826	-0.3335
Hs.9552	-0.35
Hs.434924	0.026
Hs.249129	-0.242
Hs.5541	-0.017
Hs.19718	0.143
Hs.125902	0.053
Hs.169902	0.231
Hs.306094	0.599
Hs.132399	0.037
Hs.79335	0.186
Hs.178468	-0.158
Hs.432840	0.055
Hs.443458	0.102
Hs.362807	0.477
Hs.7517	-0.064
Hs.383019	0.1955
Hs.435413	-0.1
Hs.333786	-0.197
Hs.448398	0.152
Hs.389724	-0.042
Hs.38034	0.183
Hs.194726	0.21
Hs.490080	-0.064
Hs.522631	0.04
Hs.129780	0.287
Hs.4747	0.001
Hs.431861	0.4125
Hs.12409	-0.106
Hs.278186	0.565
Hs.8127	0.056
Hs.159492	-0.3
Hs.99029	0.302
Hs.434979	0.128
Hs.149957	0.259
Hs.512330	0.0335
Hs.2795	-0.149
Hs.26411	-0.368
Hs.310512	-0.223
Hs.44277	-0.495
Hs.310320	-0.217
Hs.278815	0.154
Hs.253254	0.065
Hs.271926	-0.826
Hs.289093	-0.596
Hs.433845	0.187
Hs.50002	0.289
Hs.284275	0.2335
Hs.204238	0.2585
Hs.76640	0.091
Hs.69429	-0.026
Hs.433445	-0.022
Hs.444045	0.583
Hs.130065	0.905
Hs.355874	0.0116666666666667
Hs.186126	0.166
Hs.313068	0.356
Hs.2030	-0.169
Hs.79077	-0.043
Hs.342874	0.338
Hs.82028	-0.427
Hs.5086	-0.195
Hs.114740	-0.133
Hs.456507	0.233
Hs.83532	-0.129
Hs.110849	0.065
Hs.75082	0.239
Hs.173987	-0.49
Hs.153546	-1.065
Hs.405666	0.093
Hs.211600	0.0415
Hs.165655	0.14
Hs.132050	-0.037
Hs.407604	-0.006
Hs.357304	-0.243
Hs.115325	-0.252
Hs.180236	-0.41
Hs.110675	-0.15
Hs.438016	0.13
Hs.62	-0.009
Hs.76353	0.041
Hs.3759	0.331
Hs.254113	0.191
Hs.42806	0.089
Hs.443668	0.62
Hs.499901	-0.001
Hs.75782	0.078
Hs.8518	0.149
Hs.120893	0.086
Hs.132194	-0.491
Hs.286173	-0.088
Hs.462626	-0.013
Hs.430541	0.021
Hs.101474	0.298
Hs.495128	-0.1615
Hs.437023	-0.093
Hs.211201	0.105
Hs.78465	-0.158
Hs.25010	-0.065
Hs.43322	0.15
Hs.213289	0.617
Hs.477	-0.291
Hs.155342	0.293
Hs.423968	0.157
Hs.155024	-0.048
Hs.437846	0.338
Hs.110571	0.107
Hs.279522	-0.1685
Hs.528387	-0.009
Hs.367900	0.0045
Hs.43141	0.025
Hs.118625	-0.0326666666666667
Hs.212680	0.382
Hs.21938	-0.297
Hs.76224	-0.32
Hs.331601	0.107
Hs.23170	-0.069
Hs.8878	-0.231
Hs.2025	0.247
Hs.55173	-0.148
Hs.437186	-0.046
Hs.380325	-0.263
Hs.168357	0.318
Hs.405880	-0.023
Hs.442329	-0.074
Hs.85004	0.11
Hs.38218	-0.681
Hs.97176	-0.031
Hs.288801	0.201
Hs.249184	0.156
Hs.431279	-0.49
Hs.285671	0.02
Hs.325650	0.406
Hs.444818	-0.178
Hs.2014	-0.064
Hs.435935	-0.143
Hs.432945	0.355
Hs.80343	0.323
Hs.323342	0.102
Hs.14799	0.285
Hs.446568	0.191
Hs.153260	0.041
Hs.355827	0.07
Hs.5741	-0.182
Hs.436441	-0.47
Hs.151250	-0.0225000000000000
Hs.106242	-0.211
Hs.31176	-0.543
Hs.93213	0.419
Hs.76556	0.358
Hs.17969	-0.135
Hs.189075	-0.542
Hs.11314	-0.209
Hs.434992	-0.084
Hs.323707	-0.044
Hs.46405	-0.109
Hs.86896	0.123
Hs.184927	-0.143
Hs.458337	-0.159
Hs.89655	0.35
Hs.362343	-0.348
Hs.134932	-0.049
Hs.86131	0.181
Hs.375957	0.938
Hs.70327	0.268
Hs.341806	-0.401
Hs.211929	0.234
Hs.7188	0.199
Hs.153479	-0.05
Hs.44653	-0.177
Hs.153687	-0.412
Hs.46319	0.272
Hs.271896	-0.251
Hs.227429	0.417
Hs.32942	-0.089
Hs.257556	-0.462
Hs.424678	-0.2
Hs.310769	-0.309
Hs.191548	0.186
Hs.158315	-0.701
Hs.430324	-0.226
Hs.400556	0.416
Hs.75256	-0.151
Hs.180919	0.147666666666667
Hs.133999	0.199
Hs.198281	0.452
Hs.46452	-0.206
Hs.179718	-0.032
Hs.403997	-0.249
Hs.439548	-0.178
Hs.179881	-0.169
Hs.124969	-0.6055
Hs.79474	0.107
Hs.105134	-0.553
Hs.479448	-0.071
Hs.435981	0.251
Hs.356135	0.326
Hs.76171	0.378
Hs.403828	-0.182
Hs.5636	-0.0475
Hs.234434	-0.223
Hs.270833	-0.173
Hs.258576	-0.518
Hs.443826	-0.473
Hs.138380	-0.469
Hs.406377	-0.502
Hs.313227	0.177
Hs.511486	-0.336
Hs.101337	0.065
Hs.226390	-0.3055
Hs.264482	0.021
Hs.26333	0.131
Hs.48291	-0.034
Hs.159534	0.076
Hs.131869	-0.141
Hs.356386	-0.137
Hs.58679	0.444
Hs.268551	0.529
Hs.337774	0.333
Hs.49329	0.098
Hs.73172	0.119
Hs.306864	-0.0466666666666667
Hs.530628	-0.79
Hs.75262	-0.411
Hs.424184	-0.538
Hs.419124	-0.153
Hs.275086	-0.197
Hs.130655	-0.297
Hs.399826	-0.172
Hs.4770	-0.221
Hs.132576	0.169
Hs.15562	0.192
Hs.44930	-0.072
Hs.32156	0.18
Hs.224171	0.29
Hs.125231	0.26
Hs.105927	0.6905
Hs.512719	-0.128
Hs.130098	0
Hs.375560	0.074
Hs.75431	-0.478
Hs.511620	-0.275
Hs.133321	0.216
Hs.159494	-0.122
Hs.435169	0.0395
Hs.289848	0.148
Hs.368256	0.312
Hs.208080	0.00433333333333333
Hs.106880	0.052
Hs.323715	0.118
Hs.75498	-0.325
Hs.194654	0.24
Hs.279746	0.506
Hs.352591	-0.286
Hs.128740	0.082
Hs.387667	-0.13
Hs.82568	-0.043
Hs.89690	-0.312
Hs.83672	-0.189
Hs.1101	0.481
Hs.191887	-0.138
Hs.397381	0.133
Hs.161008	0.1
Hs.8786	0.121
Hs.302161	0.316
Hs.78960	0.122
Hs.150402	0.021
Hs.329502	0.26
Hs.434251	-0.139
Hs.105547	0.31
Hs.55967	0.16
Hs.112694	0.177
Hs.445052	-0.191
Hs.41	0.777
Hs.153908	0.238
Hs.159301	-0.146
Hs.81221	0.113
Hs.68583	-0.656
Hs.211238	-0.037
Hs.87539	0.583
Hs.523755	0.159
Hs.29665	0.357
Hs.22500	0.029
Hs.44410	-0.268
Hs.351258	-0.083
Hs.433615	-0.191
Hs.40094	0.086
Hs.15099	-0.306
Hs.27160	0.672
Hs.191395	0.365
Hs.107387	-0.057
Hs.355398	0.417
Hs.31532	-0.004
Hs.528111	0.124
Hs.421430	0.289
Hs.76122	0.088
Hs.281564	-0.183
Hs.460	-0.511
Hs.181315	0.1
Hs.132781	-0.229
Hs.114931	-0.003
Hs.433736	0.025
Hs.149846	0.032
Hs.118727	0.566
Hs.456572	0.393
Hs.496511	0.048
Hs.490253	0.45
Hs.3353	-0.316
Hs.446406	-0.205
Hs.26433	0.237
Hs.406223	-0.081
Hs.26612	0.089
Hs.203862	-0.034
Hs.132625	0.02
Hs.443057	0.219
Hs.360509	0.205
Hs.180414	-0.599
Hs.3496	0.436
Hs.171532	-0.194
Hs.162967	-0.358
Hs.128366	0.235
Hs.332173	-0.075
Hs.326372	-0.179
Hs.19405	0.474
Hs.333141	-0.196
Hs.386741	-0.152
Hs.370121	-0.043
Hs.284289	-0.322
Hs.208641	-0.401
Hs.311346	-0.237
Hs.380921	-0.102
Hs.442993	-0.369
Hs.173980	0.189
Hs.231444	0.46
Hs.118962	0.135
Hs.388927	-0.235
Hs.12249	-0.429
Hs.148168	-0.294
Hs.2969	0.271333333333333
Hs.159581	0.321
Hs.82422	-0.327
Hs.76272	0.083
Hs.2303	0.008
Hs.111967	0.466
Hs.12853	0.268
Hs.325862	0.115
Hs.76366	-0.038
Hs.180403	-0.149
Hs.79081	-0.1935
Hs.51133	0.014
Hs.410316	0.643
Hs.108371	0.169
Hs.12940	-0.23
Hs.111	-0.53
Hs.2533	-0.429
Hs.349227	0.092
Hs.422341	0.494
Hs.421737	0.313
Hs.408219	0.244
Hs.434937	-0.048
Hs.458375	-0.799
Hs.27769	-0.00566666666666667
Hs.159543	-0.234
Hs.1276	0.205
Hs.6795	-0.379
Hs.522559	-0.143
Hs.356894	-0.026
Hs.351334	-0.35
Hs.210013	0.079
Hs.38481	-0.034
Hs.118126	0.84
Hs.422990	-0.437
Hs.75445	-0.152
Hs.96867	-0.138
Hs.284741	-0.071
Hs.57664	-0.425
Hs.49994	-0.137
Hs.443625	-0.135
Hs.182577	0.463
Hs.419995	0.058
Hs.130988	0.477
Hs.101382	-0.2085
Hs.112023	-0.014
Hs.199179	-0.113
Hs.178576	0.507
Hs.188757	-0.1865
Hs.371001	-0.02
Hs.226581	-0.299
Hs.435238	-0.015
Hs.30868	-0.099
Hs.177486	0.2805
Hs.422215	-0.122
Hs.406455	0.127
Hs.438970	0.526
Hs.434890	0.895
Hs.47357	0.14
Hs.301412	0.11
Hs.147451	-0.367
Hs.356463	-0.499
Hs.371278	0.012
Hs.126995	-0.06
Hs.7838	-0.344
Hs.107001	0.335
Hs.1103	0.054
Hs.357318	-0.141
Hs.423077	0.119
Hs.98614	0.1435
Hs.440661	-0.021
Hs.278994	0.277
Hs.259412	0.167
Hs.433901	0.182
Hs.356340	0.266
Hs.111460	0.207
Hs.180610	-0.364
Hs.279843	-0.337
Hs.64016	-0.281
Hs.525181	0.586
Hs.432121	0.155
Hs.390662	0.995
Hs.111801	0.7
Hs.170160	-0.033
Hs.170333	0.199
Hs.319946	-0.317
Hs.512650	-0.136
Hs.278613	0.066
Hs.132700	0.169
Hs.435290	0.581
Hs.1274	0.08
Hs.75375	-0.098
Hs.436949	0.111
Hs.118552	0.009
Hs.12707	0.229
Hs.302428	0.119
Hs.324470	-0.171
Hs.480368	-0.061
Hs.18069	-0.768
Hs.191341	0.105
Hs.389442	0.415
Hs.403921	-0.473
Hs.332012	0.271
Hs.362805	0.1655
Hs.418127	-0.339
Hs.226776	0.114
Hs.82502	-0.1575
Hs.158497	0.298
Hs.429839	-0.141
Hs.252189	-0.03
Hs.73853	-0.356
Hs.285829	-0.357
Hs.154718	0.2595
Hs.356270	0.073
Hs.411456	0.287
Hs.12887	0.096
Hs.306051	0.146
Hs.348342	-0.105
Hs.432607	0.02
Hs.439767	0.275
Hs.53263	-0.199
Hs.65857	-0.129
Hs.103180	-0.304
Hs.104476	0.341
Hs.434059	0.136
Hs.374987	0.069
Hs.119689	0.15
Hs.134880	-0.382
Hs.128453	-0.185666666666667
Hs.74565	-0.103
Hs.19114	0.072
Hs.1116	0.294
Hs.369675	0.283
Hs.508565	-0.476
Hs.12332	-0.09
Hs.89546	-0.171
Hs.170133	-0.258
Hs.76205	0.376
Hs.115175	0.081
Hs.509207	-0.132
Hs.179915	0.06
Hs.422550	0.256
Hs.444729	0.212
Hs.114366	-0.075
Hs.328232	0.061
Hs.512675	-0.01
Hs.512341	-0.029
Hs.75318	-0.029
Hs.66542	0.368
Hs.865	-0.1535
Hs.17518	-0.768
Hs.368077	0.131
Hs.73088	0.095
Hs.435228	0.246
Hs.80042	0.27
Hs.76507	0.041
Hs.5509	0.121
Hs.433728	0.028
Hs.276471	-0.152
Hs.15871	-0.155
Hs.144519	-0.221
Hs.3192	-0.037
Hs.4014	-0.488
Hs.25951	-0.151
Hs.173864	-0.015
Hs.85482	-0.828
Hs.16611	0.179
Hs.388163	-0.257
Hs.445445	0.349
Hs.415770	0.362
Hs.271353	0.256
Hs.419815	-0.06
Hs.408073	-0.002
Hs.169441	0.161
Hs.193788	-0.202
Hs.162089	0.117
Hs.83169	-0.114
Hs.355693	-0.075
Hs.380870	0.305
Hs.323032	0.179
Hs.2233	0.381
Hs.431043	0.889
Hs.12503	0.014
Hs.512309	-0.428
Hs.416216	-0.199
Hs.288141	0.0865
Hs.211580	-0.13
Hs.435832	0.123
Hs.275775	-0.015
Hs.413931	0.217
Hs.283794	0.198
Hs.172028	0.019
Hs.108222	-0.002
Hs.492779	-0.165
Hs.146449	0.304
Hs.440905	0.361
Hs.179770	0.399
Hs.396530	-0.131
Hs.145575	-0.121
Hs.410900	-0.254
Hs.80350	0.035
Hs.458355	0.169
Hs.77929	-0.097
Hs.459179	0.321
Hs.4849	0.14
Hs.450230	-0.372
Hs.127270	0.302
Hs.460317	-0.062
Hs.371282	0.126
Hs.442199	-0.136
Hs.436497	0.222
Hs.74471	0.047
Hs.440320	-0.0716666666666667
Hs.422340	-0.037
Hs.414985	-0.459
Hs.25723	0.214
Hs.372741	0.022
Hs.28792	0.026
Hs.413513	0.175
Hs.75294	-0.094
Hs.9589	-0.297
Hs.156454	0.079
Hs.411296	-0.593
Hs.75497	-0.248
Hs.351680	-0.169
Hs.30026	-0.0575
Hs.333389	0.0183333333333333
Hs.436288	0.07
Hs.99836	-0.157
Hs.184582	-0.102
Hs.306178	-0.24
Hs.405958	-0.05
Hs.381870	0.5
Hs.135465	-0.603
Hs.80645	-0.418
Hs.158237	0.073
Hs.328109	-0.264
Hs.77266	-0.137
Hs.436450	-0.039
Hs.433159	0.065
Hs.418150	-0.353
Hs.81328	-0.069
Hs.326	0.54
Hs.160786	-0.202
Hs.4248	0.0595
Hs.36708	-0.112
Hs.413608	0.396
Hs.13321	-0.0055
Hs.420282	0.002
Hs.155499	0.169
Hs.118608	-0.873
Hs.444354	-0.322
Hs.472491	0.088
Hs.374334	-0.0593333333333333
Hs.411308	-0.203
Hs.153692	-0.264
Hs.83731	0.029
Hs.2340	0.193
Hs.434863	0.55
Hs.240395	0.204
Hs.36587	-0.248
Hs.8526	0.197
Hs.421646	0.472
Hs.280342	0.0333333333333333
Hs.288300	0.076
Hs.54673	0.18425
Hs.148864	-0.27
Hs.256549	-0.046
Hs.416372	0.02
Hs.450659	1.333
Hs.149020	-0.002
Hs.203755	0.388
Hs.386532	0.15
Hs.191475	-0.146
Hs.19699	0.036
Hs.436687	-0.258
Hs.162189	-0.042
Hs.434860	0.187
Hs.380055	0.064
Hs.436086	-0.162
Hs.259495	0.006
Hs.135052	0.424
Hs.9963	0.808
Hs.127602	-0.024
Hs.25195	0.1525
Hs.63931	0.608
Hs.114948	0.19
Hs.448865	-0.54
Hs.1063	0.066
Hs.87372	-0.165
Hs.160013	-0.156
Hs.72660	0.184
Hs.294144	0.469
Hs.409634	-0.041
Hs.42151	-0.103
Hs.5978	0.463666666666667
Hs.74635	-0.242
Hs.267871	0.562
Hs.181406	-0.318
Hs.23642	0.091
Hs.437056	0.569
Hs.434684	0.332
Hs.369110	-0.086
Hs.3068	0.046
Hs.276	-0.079
Hs.115617	-0.358
Hs.75334	-0.16
Hs.75528	-0.007
Hs.523873	0.01
Hs.356368	-0.107
Hs.131342	-0.136
Hs.76392	-0.161
Hs.78792	0.397
Hs.213065	-0.214
Hs.24119	-0.197
Hs.390407	-0.078
Hs.75309	0.194
Hs.380447	0.819
Hs.128905	0.204
Hs.479888	0.241
Hs.249591	-0.168
Hs.154320	-0.465
Hs.519624	-0.062
Hs.446513	-0.272
Hs.403972	0.318
Hs.274413	-0.258
Hs.21757	-0.0795
Hs.147717	-0.841
Hs.438072	-0.0395
Hs.28149	0.16
Hs.286049	-0.072
Hs.439586	0.278
Hs.346736	-0.529
Hs.309674	0.077
Hs.440848	0.252
Hs.55999	-0.07
Hs.21417	-0.069
Hs.286229	0.159
Hs.236438	0.523
Hs.306456	0.117
Hs.246240	-0.161
Hs.439188	0.121
Hs.194290	0.2645
Hs.154057	0.1735
Hs.319825	-0.443
Hs.83918	0.091
Hs.177633	-0.404
Hs.212892	0.659
Hs.404525	0.047
Hs.433888	0.398
Hs.29863	-0.201
Hs.40154	-0.088
Hs.2891	-0.06
Hs.442527	-0.143
Hs.132799	0.0105
Hs.47504	-0.231
Hs.435105	0.162
Hs.381184	0.014
Hs.405940	-0.013
Hs.293970	-0.03
Hs.411958	0.02
Hs.291385	-0.394
Hs.445242	-0.383
Hs.15467	-0.2985
Hs.389133	0.246
Hs.504816	0.318
Hs.208067	-0.172
Hs.14559	-0.106
Hs.355581	-0.316
Hs.146688	0.016
Hs.194423	-0.387
Hs.404706	-0.248
Hs.151123	-0.184
Hs.438311	0.119
Hs.139851	-0.114
Hs.150917	-0.234
Hs.154654	-0.687
Hs.118244	0.079
Hs.362996	-0.668
Hs.2554	-0.057
Hs.1652	0.317
Hs.292477	-0.076
Hs.305890	-0.109
Hs.349611	0.313333333333333
Hs.145140	-0.0045
Hs.845	-0.129
Hs.323733	-0.171
Hs.301963	-0.397
Hs.15744	0.197
Hs.233952	0.124
Hs.232116	-0.422
Hs.528667	0.092
Hs.525654	0.27
Hs.239147	-0.498
Hs.19851	0.165
Hs.22229	-0.196
Hs.390162	0.149
Hs.81897	-0.192
Hs.435541	0.077
Hs.155586	-0.023
Hs.153752	0.0785
Hs.384598	0.52
Hs.108408	0.076
Hs.467614	-0.1255
Hs.408883	0.575
Hs.360026	-0.003
Hs.6856	-0.182
Hs.435970	0.236
Hs.6906	-0.001
Hs.420639	0.577
Hs.280305	-0.202
Hs.436657	-0.147
Hs.78829	0.1
Hs.433461	-0.181
Hs.306083	-0.104
Hs.121590	-0.24
Hs.388928	-0.28
Hs.132158	0.26
Hs.11125	0.209
Hs.371368	-0.203
Hs.420036	-0.133
Hs.415988	-0.073
Hs.194816	0.121
Hs.413083	-0.233
Hs.204041	-0.234
Hs.226483	-0.361
Hs.109438	0.348
Hs.126608	-0.097
Hs.336046	-0.979
Hs.306307	-0.0496666666666667
Hs.511744	-0.462
Hs.371612	-0.064
Hs.436181	0.3975
Hs.283678	-0.228
Hs.433076	-0.258
Hs.192374	-0.35
Hs.268557	0.099
Hs.24529	-0.023
Hs.58471	0.178
Hs.190161	0.341
Hs.37092	-0.382
Hs.446675	-0.148
Hs.38260	-0.519
Hs.84	0.305
Hs.4854	0.242
Hs.1544	0.165
Hs.171921	-0.366
Hs.32951	0.085
Hs.45514	1.223
Hs.79516	0.23
Hs.306912	0.229
Hs.374491	-0.152
Hs.470672	0.125
Hs.238756	-0.158
Hs.89271	0.001
Hs.139649	0.162
Hs.184245	0.2675
Hs.1288	-0.563
Hs.89791	0.0126666666666667
Hs.150708	-0.313
Hs.31082	0.086
Hs.169611	0.307
Hs.193264	0.287
Hs.15535	0.063
Hs.136965	-0.027
Hs.198612	-0.0375
Hs.79141	0.151
Hs.325321	0.011
Hs.433254	-0.492
Hs.167700	-0.492
Hs.373588	0.115
Hs.606	-0.493
Hs.58414	0.066
Hs.502275	-0.23
Hs.102402	0.393
Hs.16007	1.09
Hs.7750	0.137
Hs.124940	0.584
Hs.279899	0.368
Hs.58367	-0.256
Hs.340945	0.092
Hs.123642	-0.222
Hs.992	0.236
Hs.117117	0.094
Hs.356269	-0.243
Hs.75812	0.1305
Hs.406074	0.163
Hs.119813	0.008
Hs.66	-0.054
Hs.181159	0.068
Hs.396404	-0.0015
Hs.301789	0.136
Hs.1802	0.284
Hs.30895	-0.215
Hs.147824	-0.409
Hs.151193	0.026
Hs.368431	-0.415
Hs.115181	0.295
Hs.89663	0.198
Hs.77694	0.057
Hs.16633	-0.205
Hs.246344	-0.025
Hs.87435	0.512
Hs.368147	-0.045
Hs.390395	-0.18
Hs.436939	-0.207
Hs.437575	-0.073
Hs.439794	0.302
Hs.503546	-0.211
Hs.101539	1.028
Hs.13024	0.3
Hs.395535	-0.35
Hs.321535	0.117
Hs.333497	0.144
Hs.17377	0.0015
Hs.435051	0.319
Hs.438669	0.2335
Hs.439682	-0.004
Hs.269722	0.348
Hs.156346	-0.061
Hs.458389	0.295
Hs.87	0.077
Hs.254211	0.1715
Hs.285176	-0.135
Hs.46700	0.545
Hs.158688	-0.251
Hs.456026	0.051
Hs.183706	0.41
Hs.87465	-0.012
Hs.193632	-0.298
Hs.381002	-0.029
Hs.420269	0.187
Hs.464987	-0.252
Hs.76118	0.362
Hs.177162	-0.637
Hs.270428	0.131
Hs.157307	0.09
Hs.306079	0.157333333333333
Hs.240443	0.018
Hs.436071	-0.033
Hs.423348	0.106
Hs.417816	-0.546
Hs.2488	-0.149
Hs.418123	-0.223
Hs.121456	0.2415
Hs.138294	-0.134
Hs.108104	0.089
Hs.422662	-0.22
Hs.152414	-0.091
Hs.439343	0.231
Hs.436803	-0.322
Hs.58241	-0.157
Hs.528723	-0.001
Hs.5409	0.27
Hs.2982	-0.206
Hs.210628	0.163
Hs.132594	-0.05
Hs.400740	-0.164
Hs.511743	-0.347
Hs.150011	0.1775
Hs.369815	-0.470333333333333
Hs.65797	-0.273
Hs.413812	0.167
Hs.11615	-0.156
Hs.409546	-0.221
Hs.176588	-0.131
Hs.301302	0.02
Hs.223025	0.0406666666666667
