#name	Subject1
Hs.81071	0.326
Hs.410578	-0.124
Hs.333672	-0.02
Hs.149900	-0.181
Hs.409911	-0.151
Hs.324178	-0.158333333333333
Hs.343748	-0.039
Hs.155566	0.0775
Hs.433838	0.092
Hs.8546	0.153
Hs.125087	-0.577
Hs.90606	-0.195
Hs.108219	-0.013
Hs.349955	0.216
Hs.355264	-0.014
Hs.159087	-0.24
Hs.12535	-0.109
Hs.84905	-0.269
Hs.75593	0.153
Hs.385870	0.083
Hs.167344	0.082
Hs.325081	-0.125
Hs.1432	-0.306
Hs.375129	-0.031
Hs.24808	0.098
Hs.500875	-0.589
Hs.65029	0.1705
Hs.419240	-0.124
Hs.202833	0.076
Hs.355307	-0.121
Hs.6540	-0.811
Hs.439911	0.8145
Hs.234265	-0.072
Hs.296398	-0.149
Hs.511924	-0.057
Hs.232058	0.242
Hs.59260	0.139
Hs.5548	-0.152
Hs.440165	-0.055
Hs.179574	0.181
Hs.532590	0.055
Hs.74466	0.562
Hs.744	0.425
Hs.65328	-0.189
Hs.444749	-0.12
Hs.82173	-0.46
Hs.154296	-0.086
Hs.131151	0.084
Hs.183704	0.375
Hs.34012	-0.162
Hs.435786	-0.317
Hs.86172	0.077
Hs.380417	0.046
Hs.4069	0.007
Hs.380271	-0.045
Hs.167641	0.315
Hs.127686	-0.003
Hs.247734	-0.167111111111111
Hs.302772	0.224
Hs.113155	-0.384
Hs.420696	0.081
Hs.446336	0.355
Hs.110095	-0.003
Hs.308061	-0.113
Hs.168762	-0.289
Hs.40735	-0.011
Hs.479669	0.185
Hs.433156	-0.063
Hs.75545	-0.369
Hs.278954	-0.318
Hs.76206	0.0635
Hs.436015	0.29
Hs.4742	0.097
Hs.1634	-0.152
Hs.300622	0.049
Hs.379930	0.0625
Hs.41007	-0.069
Hs.362324	0.115
Hs.530291	-0.039
Hs.372924	0.457
Hs.131726	0.211
Hs.12942	0.398
Hs.127394	-0.074
Hs.279818	-0.239
Hs.349470	0.371
Hs.155119	0.237
Hs.112272	-0.561
Hs.79241	-0.058
Hs.14839	-0.181
Hs.404263	-0.621
Hs.376208	0.223
Hs.220745	0.056
Hs.182255	0.098
Hs.473788	0.365
Hs.256583	1.391
Hs.50984	0.027
Hs.25441	0.193
Hs.100960	-0.353
Hs.2227	-0.147
Hs.375001	-0.185
Hs.326445	0.188
Hs.436000	0.223
Hs.434243	0.016
Hs.193400	-0.093
Hs.128856	0.73
Hs.48516	0.151
Hs.436193	0.501
Hs.49002	1.16
Hs.355861	-0.13
Hs.364544	-0.194
Hs.131121	0.347666666666667
Hs.449207	-0.293
Hs.18844	0.092
Hs.22003	-0.15
Hs.82508	0.049
Hs.372637	-0.389
Hs.12229	-0.119333333333333
Hs.24395	-0.155
Hs.306251	0.038
Hs.257697	-0.301
Hs.434375	-0.113
Hs.18442	-0.642
Hs.35962	-0.089
Hs.301005	0.224
Hs.53997	-0.609
Hs.324473	0.088
Hs.241471	0.395
Hs.406421	0.3
Hs.50640	0.1665
Hs.153003	0.211
Hs.434481	0.236
Hs.75400	-0.096
Hs.816	0.235
Hs.436100	0.061
Hs.39252	0.1075
Hs.87202	-0.527
Hs.43666	0.342
Hs.235750	-0.133
Hs.18861	-0.008
Hs.104119	-0.066
Hs.106688	0.112
Hs.477728	0.133
Hs.50732	-0.068
Hs.174142	0.348666666666667
Hs.169854	0.443
Hs.250615	0.567
Hs.9994	0.142
Hs.2490	0.111
Hs.141125	-0.3395
Hs.439171	-0.3
Hs.107253	0.053
Hs.519941	0.042
Hs.131004	0.028
Hs.501739	-0.027
Hs.445168	0.418
Hs.177136	0.084
Hs.66718	-0.115
Hs.284292	-0.107
Hs.194703	-0.059
Hs.1100	0.115
Hs.60770	0.248
Hs.329989	-0.006
Hs.78466	0.217
Hs.76716	-0.01
Hs.405873	0.046
Hs.289107	-0.247
Hs.434974	-0.494
Hs.2484	0.19
Hs.348153	0.0485
Hs.11494	0.155
Hs.55016	0.284
Hs.258429	0.795
Hs.386527	0.121
Hs.2399	0.587
Hs.353454	0.041
Hs.177635	0.046
Hs.74376	0.3465
Hs.76473	0.078
Hs.440898	0.097
Hs.57698	0.086
Hs.284135	0.359
Hs.315366	0.124
Hs.173894	0.057
Hs.74899	-0.316
Hs.131438	0.371
Hs.105465	0.149
Hs.256924	0.356
Hs.389107	0.068
Hs.374596	-0.163
Hs.181297	0.15
Hs.127797	-0.1045
Hs.438040	-0.13
Hs.84549	-0.693
Hs.49587	0.038
Hs.1023	-0.149
Hs.443441	0.03
Hs.121423	-0.106
Hs.78061	0.283
Hs.278857	-0.428
Hs.110103	-0.056
Hs.359289	-0.316
Hs.83919	0.389
Hs.128410	0.001
Hs.23954	0.157
Hs.134106	-0.39
Hs.48793	-0.081
Hs.500921	-0.327
Hs.31386	-0.327
Hs.1741	0.455
Hs.156880	0.0695
Hs.277533	0.016
Hs.376933	0.295
Hs.475033	-0.493
Hs.199270	0.015
Hs.439880	-0.1415
Hs.81886	-0.494
Hs.318783	0.104
Hs.226440	0.216
Hs.380639	0.07475
Hs.334450	0.272
Hs.26010	-0.105
Hs.16586	-0.055
Hs.194686	-0.172
Hs.293336	-0.33
Hs.244318	0.123
Hs.374418	-0.6655
Hs.163555	0.464
Hs.436986	0.307
Hs.30299	-0.0385
Hs.239752	-0.091
Hs.130269	-0.629
Hs.2936	0.057
Hs.445517	0.064
Hs.238679	-0.329
Hs.437040	0.189
Hs.407994	-0.05
Hs.513868	-0.302
Hs.29222	-0.054
Hs.169921	-0.165
Hs.103755	0.173
Hs.71657	0
Hs.388208	-0.55
Hs.106674	0.118
Hs.409223	0.609
Hs.143751	0.155
Hs.305834	0.167
Hs.99598	0.135
Hs.270847	-0.325
Hs.48855	-0.103
Hs.427107	-0.155
Hs.378877	0.178
Hs.152983	0.32
Hs.105689	-0.115
Hs.88144	0.484
Hs.22293	0.392
Hs.166975	0.268
Hs.446357	-0.0253333333333333
Hs.348478	-0.53
Hs.118640	0.038
Hs.150833	0.771
Hs.50868	0.355
Hs.278429	0.017
Hs.353001	0.255
Hs.287558	-0.308
Hs.1528	0.134
Hs.54941	-0.089
Hs.78869	-0.996
Hs.279543	0.126
Hs.354056	-0.0475
Hs.406397	0.019
Hs.128218	0.1235
Hs.270788	0.093
Hs.153961	0.0726666666666667
Hs.154970	0.196
Hs.387262	-0.614
Hs.134802	-0.062
Hs.356076	-0.563
Hs.319438	-0.184
Hs.511991	-0.651
Hs.436538	-0.299
Hs.89545	0.387
Hs.282386	0.074
Hs.12532	0.005
Hs.489044	0.369
Hs.374774	0.043
Hs.130188	-0.069
Hs.386198	0.169
Hs.442989	0.128
Hs.902	-0.126
Hs.183800	0.1555
Hs.58648	-0.226
Hs.211573	0.217
Hs.433813	0.174
Hs.512682	0.204
Hs.3136	-0.1985
Hs.131555	0.379
Hs.401414	0.0663333333333333
Hs.10964	-0.196
Hs.458474	1.229
Hs.368078	0.0266666666666667
Hs.387905	0.092
Hs.78563	-0.084
Hs.2407	0.13
Hs.439590	-0.307
Hs.381027	0.398
Hs.388160	-0.341
Hs.415067	0.152
Hs.87128	0.201
Hs.239818	-0.272
Hs.460809	0.173
Hs.128696	-0.116
Hs.43549	-0.409
Hs.369055	1.502
Hs.444292	-0.243
Hs.348415	0.01
Hs.444218	0.007
Hs.73769	-0.112
Hs.301478	0.021
Hs.368605	-0.153
Hs.3873	0.609
Hs.435689	0.279
Hs.11170	-0.023
Hs.411347	-0.188666666666667
Hs.20950	0.162
Hs.39488	0.240333333333333
Hs.98959	0.348
Hs.130463	0.1065
Hs.183646	0.0175
Hs.410086	-0.404
Hs.401062	-0.317
Hs.26023	-0.098
Hs.323512	-0.012
Hs.307526	-0.156
Hs.73987	-0.0215
Hs.110837	-0.002
Hs.409585	0.026
Hs.108139	0.379
Hs.194709	-0.027
Hs.368172	-0.091
Hs.433455	0.1535
Hs.12	0.496
Hs.11806	0.122
Hs.82359	-0.374
Hs.79107	0.016
Hs.2280	-0.38
Hs.59106	-0.369
Hs.210387	0.244
Hs.399758	0.151
Hs.170019	0.5
Hs.446534	0.201
Hs.149609	-0.29
Hs.183138	0.216
Hs.435048	0.304
Hs.374973	-0.316
Hs.411366	-0.142
Hs.59324	0.04
Hs.433702	0.023
Hs.17109	-0.348
Hs.314828	-0.145
Hs.165195	-0.202
Hs.1395	-0.051
Hs.128395	0.173
Hs.497220	0.036
Hs.126372	0.085
Hs.2942	0.246
Hs.9663	-0.268
Hs.11171	0.01
Hs.356096	-0.2325
Hs.468675	-0.012
Hs.153504	0.085
Hs.16297	-0.258
Hs.106511	0.57
Hs.283741	0.4
Hs.77646	-0.0545
Hs.80545	0.0475
Hs.8910	0.0905
Hs.372031	-0.359
Hs.512510	0.008
Hs.23794	0.16
Hs.26899	0.219
Hs.374524	0.383
Hs.415749	0.385
Hs.106185	0.0245
Hs.26322	0.267
Hs.71040	0.338
Hs.406530	0.009
Hs.340636	0.324
Hs.436169	0.049
Hs.427152	0.178
Hs.82848	0.412
Hs.4113	0.031
Hs.19383	0.169
Hs.232115	0.051
Hs.522169	0.226
Hs.446197	-0.1255
Hs.221889	-0.101
Hs.126256	-0.216
Hs.80976	-0.049
Hs.249170	0.123
Hs.323949	0.205
Hs.179522	-0.104
Hs.301348	-0.05
Hs.334874	-0.174
Hs.117050	-0.308
Hs.149894	-0.143
Hs.207428	0.546
Hs.334	0.233
Hs.418138	-0.327
Hs.158193	-0.661
Hs.369840	-0.355
Hs.282981	0.112
Hs.2764	0.408
Hs.415794	0.511
Hs.422986	-0.016
Hs.286192	0.211
Hs.169907	-0.171
Hs.19105	0.086
Hs.155976	-0.634
Hs.91773	-0.25
Hs.22180	0.343
Hs.355214	0.227
Hs.25274	-0.347
Hs.93304	0.448
Hs.147189	-0.507
Hs.76941	-0.271
Hs.146580	0.374
Hs.122077	-0.299
Hs.194657	0.2115
Hs.83848	0.319
Hs.10649	0.362
Hs.30213	0.308
Hs.102419	0.276
Hs.1420	-0.207
Hs.413924	-0.046
Hs.207224	-0.151
Hs.129951	-0.109
Hs.370414	0.194
Hs.150184	-0.054
Hs.386392	-0.14
Hs.131010	0.13
Hs.445588	-0.1
Hs.88556	-0.227
Hs.62661	0.097
Hs.380757	-0.116
Hs.100261	-1.094
Hs.33719	-0.189
Hs.371617	0.261
Hs.214039	-0.13
Hs.211773	-0.022
Hs.78877	-0.348
Hs.432330	-0.591
Hs.269884	-0.391
Hs.172631	0.084
Hs.190587	-0.002
Hs.381137	0.315
Hs.388373	-0.307
Hs.103070	-0.014
Hs.75510	-0.07
Hs.78524	0.199
Hs.355723	0.37
Hs.270232	0.263
Hs.79353	0.002
Hs.337251	0.183
Hs.293007	-0.43
Hs.409829	0.442
Hs.115896	0.244
Hs.6748	-0.331
Hs.153640	0.4035
Hs.20103	0.335
Hs.381072	0.007
Hs.189081	-0.047
Hs.77100	0.107
Hs.388226	0.28
Hs.300052	-0.452
Hs.295917	-0.142
Hs.46348	0.149
Hs.52788	0.35
Hs.6343	-0.245
Hs.378135	0.141
Hs.440478	-0.081
Hs.434859	-0.294
Hs.369452	0.792
Hs.281117	-0.443
Hs.23246	-0.117
Hs.23881	0.288
Hs.310977	-0.287
Hs.22265	0.06
Hs.93832	0.089
Hs.24661	-0.212
Hs.528386	-0.132
Hs.431107	0.411
Hs.375031	0.166
Hs.135224	0.217
Hs.174030	0.122
Hs.154104	-0.113
Hs.432996	-0.314
Hs.118483	0.134
Hs.5364	-0.3065
Hs.83583	0.102
Hs.59943	0.317
Hs.250822	-0.0065
Hs.445977	-0.159
Hs.6090	-0.24
Hs.181867	0.085
Hs.309069	0.001
Hs.92236	0.522
Hs.118947	-0.001
Hs.388164	-0.028
Hs.194143	0.05
Hs.370530	0.145
Hs.132755	-0.585
Hs.128861	-0.088
Hs.47099	-0.421
Hs.75236	0.34
Hs.182018	0.051
Hs.119887	0.048
Hs.432787	0.022
Hs.378826	-0.216
Hs.460124	0.183
Hs.9731	-0.376
Hs.48348	-0.24
Hs.251531	-0.42
Hs.78065	0.311
Hs.290659	-0.493
Hs.127562	0.144
Hs.356719	0.127
Hs.95260	0.011
Hs.149302	0.309
Hs.286221	-0.0525
Hs.355606	-0.292
Hs.201667	0.059
Hs.448396	-0.002
Hs.132977	0.022
Hs.300592	0.11
Hs.253552	0.315
Hs.368588	-0.19
Hs.144073	0.092
Hs.93379	0.018
Hs.174071	0.156
Hs.5298	0.046
Hs.408	-0.112
Hs.71827	0.125
Hs.40500	0.218
Hs.449629	0.365
Hs.95351	0.439
Hs.1765	0.133
Hs.492802	0.327
Hs.99936	-0.111
Hs.129683	-0.306
Hs.27184	0.487
Hs.283672	0.019
Hs.271980	0.055
Hs.433759	-0.594
Hs.528712	-0.0605
Hs.438587	-0.07
Hs.47649	-0.44
Hs.367676	-0.276
Hs.274445	0.994
Hs.158783	-0.206
Hs.75682	0.095
Hs.236030	0.523
Hs.89474	-0.29
Hs.405946	-0.37
Hs.119000	0.128
Hs.12114	1.045
Hs.397010	0.042
Hs.99171	-0.075
Hs.337008	-0.051
Hs.99843	0.098
Hs.73072	0.09
Hs.203952	-0.083
Hs.353214	1.11
Hs.1573	-0.003
Hs.20084	0.138
Hs.388681	-0.081
Hs.93837	0.298
Hs.26077	-0.166
Hs.388622	-0.246
Hs.15259	0.16
Hs.446445	0.144
Hs.458573	-0.077
Hs.133082	0.158
Hs.172685	0.065
Hs.84522	-0.159
Hs.32163	0.093
Hs.442182	-0.175
Hs.443227	0.113
Hs.16530	0.047
Hs.421654	0.258
Hs.77637	-0.016
Hs.58834	-0.346
Hs.436873	-0.139
Hs.374897	0.119
Hs.398136	-0.236
Hs.79037	-0.308
Hs.91971	-0.116
Hs.129673	0.0265
Hs.42853	0.54
Hs.134859	-0.1135
Hs.5638	0.081
Hs.383913	0.269
Hs.446504	0.0382
Hs.62275	0.017
Hs.444105	-0.051
Hs.405944	0.128
Hs.512592	-0.1345
Hs.6764	0.287
Hs.119651	-0.2535
Hs.160958	0.6495
Hs.54460	0.367
Hs.18048	-0.272
Hs.344524	-0.642
Hs.72912	0.281
Hs.224168	-0.046
Hs.206097	-0.4065
Hs.423	-0.171
Hs.78305	-0.1584
Hs.33084	0.0365
Hs.82963	-0.492
Hs.415117	0.171
Hs.208052	0.073
Hs.354085	0.194
Hs.294101	0.011
Hs.26776	0.397
Hs.432642	0.201
Hs.187861	0.57
Hs.63304	-0.071
Hs.355015	-0.403
Hs.709	-0.393
Hs.120170	-0.026
Hs.414183	-0.516
Hs.42674	0.262
Hs.272299	0.086
Hs.106019	0.091
Hs.68879	0.417
Hs.14968	-0.555
Hs.439725	0.0395
Hs.151573	-0.049
Hs.131582	0.541
Hs.257913	0.207
Hs.145894	0.617
Hs.406491	0.22
Hs.368011	-0.145
Hs.171025	-0.008
Hs.180930	-0.488
Hs.437943	-0.818
Hs.63758	0.0275
Hs.193852	0.186
Hs.408702	0.185
Hs.390420	-0.157
Hs.183733	-0.166
Hs.352800	-0.081
Hs.157925	0.337
Hs.133410	0.122
Hs.73090	0.126
Hs.173162	-0.195
Hs.45180	0.462
Hs.5912	-0.593
Hs.506366	-0.11
Hs.19066	0.36
Hs.278675	0.0753333333333333
Hs.443881	0.1235
Hs.85266	0.763
Hs.59554	-0.0145
Hs.497095	0.252
Hs.82292	-0.577
Hs.150423	0.243
Hs.234734	0.255
Hs.446623	-0.115
Hs.26079	-0.199
Hs.130865	0.055
Hs.155584	0.017
Hs.100431	-0.419
Hs.405497	-0.021
Hs.179838	0.335
Hs.334798	-0.086
Hs.314326	0.391
Hs.437422	0.315
Hs.82401	-0.055
Hs.380135	0.107
Hs.94680	0.096
Hs.28827	-0.141
Hs.151641	0.079
Hs.433898	-0.1525
Hs.216485	0.306
Hs.200063	0.1935
Hs.506182	-0.129
Hs.302085	0.164
Hs.283667	-0.029
Hs.154704	0.494
Hs.137354	0.018
Hs.97644	-0.077
Hs.83341	0.562
Hs.1497	0.209
Hs.325531	-0.297
Hs.111676	0.279
Hs.355983	-0.461
Hs.262958	0.04
Hs.145209	-0.016
Hs.184343	0.085
Hs.432976	0.132
Hs.322735	-0.061
Hs.257827	-0.172
Hs.356226	-0.035
Hs.144683	-0.153
Hs.78781	-0.098
Hs.269636	0.255
Hs.413636	-0.388
Hs.371369	0.411
Hs.172609	0.236
Hs.172101	0.257
Hs.180296	0.104
Hs.108502	-0.093
Hs.380138	-0.073
Hs.312102	-0.12
Hs.209587	-0.221
Hs.315167	-0.307
Hs.433439	-0.435
Hs.9736	0.211
Hs.443435	-0.203666666666667
Hs.105102	0.11
Hs.435124	-0.582
Hs.158287	0.137
Hs.101007	-0.146
Hs.197922	0.348
Hs.444372	-0.513
Hs.496897	-0.404
Hs.42735	-0.463
Hs.287955	-0.211
Hs.183434	-0.398
Hs.83450	0.12
Hs.180871	0.066
Hs.78344	0.159
Hs.170610	0.068
Hs.120790	-0.197
Hs.165950	0.155
Hs.238465	0.1265
Hs.77768	0.257
Hs.130643	0.005
Hs.278573	-0.163
Hs.254006	-0.35
Hs.368746	0.2525
Hs.7768	0.387
Hs.227327	-0.346
Hs.3797	0.288
Hs.374262	-0.099
Hs.406106	0.001
Hs.171834	0.0756666666666667
Hs.73817	0.226
Hs.437656	0.096
Hs.656	0.015
Hs.94234	-0.251
Hs.159651	-0.265
Hs.75353	-0.387
Hs.46366	0.006
Hs.22111	0.2
Hs.293224	-0.598
Hs.1908	-0.2405
Hs.179852	-0.4
Hs.86958	0.015
Hs.435255	0.086
Hs.403989	-0.241
Hs.103849	-0.391
Hs.7327	0.097
Hs.141727	-0.092
Hs.250387	0.051
Hs.181874	-0.096
Hs.525358	-0.066
Hs.302690	-0.1545
Hs.83765	-0.236666666666667
Hs.28264	0.188
Hs.75724	-0.207
Hs.458360	0.031
Hs.99987	0.516
Hs.97174	-0.132
Hs.138860	0.184
Hs.145642	-0.207
Hs.355832	0.015
Hs.78221	-0.071
Hs.57732	0.147
Hs.49658	0.083
Hs.23862	0.024
Hs.429506	-0.219
Hs.63335	-0.0425
Hs.368149	-0.1
Hs.389964	-0.307
Hs.150136	0.113
Hs.66731	0.31
Hs.274428	-0.388
Hs.196176	0.201
Hs.137400	-0.314
Hs.114318	0.044
Hs.82520	0.108
Hs.28249	-0.105
Hs.188553	-0.2885
Hs.307374	0.2
Hs.97745	0.154
Hs.75873	-0.338
Hs.434387	-0.0433333333333333
Hs.408567	0.065
Hs.149266	0.233
Hs.15711	-0.698
Hs.488671	0.096
Hs.126881	0.134
Hs.439776	-0.131
Hs.458404	0.0353333333333333
Hs.132037	0.211
Hs.292570	0.11
Hs.288798	0.191
Hs.144877	-0.024
Hs.6347	-0.034
Hs.155090	0.348
Hs.368175	0.21
Hs.300842	-0.016
Hs.17267	0.038
Hs.1076	-0.081
Hs.356050	0.058
Hs.183650	0.153
Hs.65412	-0.049
Hs.438986	0.02
Hs.310323	-0.0365
Hs.147663	-0.03
Hs.182505	0.06
Hs.292738	-0.007
Hs.458487	0.039
Hs.112058	0.224
Hs.191098	0.793
Hs.308053	0.103333333333333
Hs.352	0.184
Hs.128059	-0.135
Hs.114047	-0.4
Hs.424598	0.058
Hs.119177	0.022
Hs.447793	-0.021
Hs.434477	-0.138
Hs.442707	-0.452666666666667
Hs.429	0.146
Hs.489998	-0.149
Hs.21330	-0.511
Hs.404997	-0.178
Hs.289044	-0.388
Hs.184640	0.104
Hs.367877	0.075
Hs.19322	-0.053
Hs.413781	0.121
Hs.8026	0.269
Hs.390428	-0.445
Hs.192881	-0.221
Hs.477008	-0.2
Hs.362731	0.025
Hs.2210	-0.193
Hs.458354	0.119
Hs.482391	-0.315
Hs.164021	-0.065
Hs.522663	0.007
Hs.30696	-0.335
Hs.410774	0.3245
Hs.372960	-0.119
Hs.48029	-0.164
Hs.436200	0.035
Hs.153400	-0.18
Hs.43436	-0.208
Hs.278388	-0.254
Hs.271387	-0.095
Hs.389277	0.141
Hs.183858	-0.071
Hs.86859	-0.083
Hs.168718	-0.488
Hs.446676	-0.584
Hs.26090	-0.13
Hs.24049	-0.002
Hs.199905	0.224
Hs.79095	-0.001
Hs.42343	0.195
Hs.157401	-0.021
Hs.370431	-0.302
Hs.77439	0.019
Hs.81134	-0.034
Hs.82389	0.134
Hs.521171	-0.0315
Hs.98002	-0.271
Hs.14691	0.271
Hs.152894	0.44
Hs.326035	0.079
Hs.438233	-0.006
Hs.442936	0.042
Hs.374950	-0.036
Hs.443409	0.139
Hs.503095	0.12
Hs.77502	-0.036
Hs.88778	1.017
Hs.388921	0.023
Hs.349150	-0.356
Hs.169054	-0.006
Hs.22047	0.278
Hs.143434	0.009
Hs.272108	-0.392
Hs.369761	-0.143
Hs.440603	-0.1145
Hs.443292	-0.523
Hs.28005	-0.085
Hs.61268	-0.196
Hs.6241	-0.023
Hs.73875	-0.006
Hs.460107	0.062
Hs.75160	-0.239
Hs.130058	0.329
Hs.356742	0.396
Hs.73793	0.11
Hs.58963	0.505
Hs.376617	0.135
Hs.419776	-0.206
Hs.231971	0.039
Hs.6788	0.047
Hs.4204	-0.038
Hs.304694	0.143
Hs.298119	-0.311
Hs.78146	0.06
Hs.295923	-0.009
Hs.295137	0.074
Hs.434421	-0.091
Hs.2780	-0.184
Hs.20509	-0.243
Hs.79334	0.027
Hs.76289	0.052
Hs.25924	-0.149
Hs.2257	0.205
Hs.484404	-0.001
Hs.131463	-0.225
Hs.29052	-0.592
Hs.529392	0.149
Hs.76239	0.331
Hs.43697	0.003
Hs.6061	0.548
Hs.155281	-0.211
Hs.413137	0.021
Hs.416813	-0.009
Hs.222581	-0.054
Hs.83077	0.078
Hs.381928	-0.04
Hs.259664	0.382
Hs.361493	0.296
Hs.159499	0.122
Hs.110637	0.082
Hs.167496	0.133
Hs.75238	1.511
Hs.505084	-0.413666666666667
Hs.75746	-0.22
Hs.391464	-0.152
Hs.270920	0.032
Hs.236774	0.136
Hs.271541	0.118
Hs.273415	0.239
Hs.373992	0.1275
Hs.186635	0.623
Hs.8033	0.056
Hs.437205	-0.004
Hs.356794	-0.285
Hs.322456	0.179
Hs.351316	-0.075
Hs.174195	0.2975
Hs.24734	0.4275
Hs.821	-0.287
Hs.184233	0.395
Hs.15386	-0.293
Hs.3532	-0.095
Hs.5452	0.088
Hs.13495	-0.18
Hs.372571	0.5525
Hs.221281	0.373
Hs.437060	-0.2425
Hs.240	-0.309
Hs.57691	-0.193
Hs.115897	0.357
Hs.436170	0.244
Hs.34851	-0.034
Hs.194679	0.027
Hs.151134	-0.0295
Hs.446907	0.052
Hs.56937	-0.049
Hs.10526	-0.011
Hs.283078	0.138
Hs.170822	-0.082
Hs.388004	-0.045
Hs.510796	0.023
Hs.37107	-0.616
Hs.74624	0.311
Hs.385634	0.615
Hs.2534	-0.11175
Hs.2689	-0.098
Hs.355724	-0.287
Hs.121575	-0.045
Hs.255008	-0.113
Hs.377199	0.064
Hs.22412	0.065
Hs.436421	0.315
Hs.351306	0.208
Hs.437967	-0.128666666666667
Hs.156324	-0.294
Hs.143601	-0.225
Hs.191990	-0.137
Hs.180062	-0.252
Hs.90443	-0.119
Hs.446354	-0.642
Hs.93597	-0.008
Hs.8107	0.046
Hs.441254	0.114
Hs.369661	-0.196
Hs.1976	-0.0125
Hs.123119	-0.537
Hs.443793	0.08325
Hs.11465	-0.31
Hs.458312	-0.136
Hs.412527	0.262
Hs.434102	-0.05
Hs.119803	-0.067
Hs.437583	-0.158
Hs.170177	-0.116333333333333
Hs.439683	-0.316
Hs.412173	-0.224
Hs.389182	0.125
Hs.7243	0.446
Hs.290581	-0.03
Hs.57549	0.281
Hs.132499	0.007
Hs.245372	0.05
Hs.198249	0.5
Hs.504765	-0.354
Hs.349845	-0.257
Hs.77171	-0.366
Hs.443379	-0.369
Hs.16232	0.124
Hs.34956	-0.088
Hs.10458	0.005
Hs.114599	-0.137
Hs.90875	0.018
Hs.356876	0.034
Hs.24596	-0.486
Hs.190389	-0.709
Hs.4096	0.224
Hs.31053	0.243
Hs.93765	-0.142
Hs.13781	-0.343
Hs.396783	0.413
Hs.413501	0.016
Hs.118539	-0.2635
Hs.22116	-0.3248
Hs.44698	-0.068
Hs.194329	-0.274
Hs.274230	-0.034
Hs.77793	0.381
Hs.1154	-0.043
Hs.128572	0.006
Hs.182454	-0.173
Hs.98428	0.318
Hs.16134	0.074
Hs.18912	0.601
Hs.24644	-0.142
Hs.410026	0.023
Hs.131494	0.288
Hs.1119	0.127
Hs.434077	-0.017
Hs.356729	0.095
Hs.167076	0.575
Hs.90061	0.271
Hs.9196	0.081
Hs.339425	0.34
Hs.124962	0.246
Hs.188	0.085
Hs.83942	-0.016
Hs.408200	0.173
Hs.133996	-0.053
Hs.25511	-0.096
Hs.306777	0.092
Hs.31931	-0.081
Hs.318567	-0.43
Hs.68876	-0.023
Hs.89862	-0.058
Hs.99601	0.068
Hs.166091	-0.109
Hs.382827	-0.091
Hs.188011	0.04
Hs.27495	0.172
Hs.388170	-0.125
Hs.24024	-0.421
Hs.40403	0.097
Hs.130330	0.123
Hs.437433	-0.185
Hs.58871	-0.668
Hs.54416	0.158
Hs.386404	0.078
Hs.433731	0.426
Hs.416393	-0.084
Hs.76913	-0.143
Hs.170926	0.112
Hs.144949	-0.058
Hs.332382	-0.202
Hs.758	-0.402
Hs.95612	-0.329
Hs.530903	-0.384
Hs.5710	0.237
Hs.417628	0.203
Hs.46423	0.158
Hs.575	0.074
Hs.446692	-0.431
Hs.419763	-0.584
Hs.334726	-0.469
Hs.283749	0.052
Hs.25925	-0.173
Hs.427202	0.409
Hs.442498	0.205
Hs.8008	0.395
Hs.44585	0.184
Hs.333417	0.24
Hs.9482	0.077
Hs.69171	-0.329
Hs.11923	-0.442
Hs.21398	-0.345
Hs.79101	-0.281
Hs.443072	-0.203
Hs.15519	0.115
Hs.46	0.115
Hs.408754	0.012
Hs.155644	0.242
Hs.292925	-0.065
Hs.356623	-0.246
Hs.512451	-0.012
Hs.196769	0.0155
Hs.10101	0.558
Hs.19545	-0.1305
Hs.2178	-0.0906666666666667
Hs.29106	0.205
Hs.321234	-0.117
Hs.74562	0.165
Hs.26931	0.43
Hs.315241	-0.649
Hs.512387	-0.08
Hs.343874	0.241
Hs.122088	0.319
Hs.365116	0.394
Hs.361071	0.043
Hs.143482	-0.419
Hs.227777	0.062
Hs.175437	0.399
Hs.77091	0.025
Hs.152925	0.22
Hs.407912	0.474
Hs.3833	-0.167
Hs.498738	-0.224
Hs.445240	-0.042
Hs.434870	-0.575
Hs.159241	0.209
Hs.69499	-0.18
Hs.252967	0.404
Hs.427055	0.006
Hs.446484	-0.451
Hs.458335	0.402
Hs.144028	0.261
Hs.144941	0.172
Hs.309244	-0.173
Hs.100890	0.651
Hs.222874	0.27
Hs.77770	-0.019
Hs.211586	0.121
Hs.60389	-0.295
Hs.119537	-0.112
Hs.436656	-0.119
Hs.75323	0.1615
Hs.361463	0.717
Hs.38085	0.408
Hs.417630	-0.378
Hs.120197	-0.187
Hs.432605	-0.3435
Hs.449864	0.033
Hs.153834	0.305
Hs.145599	-0.303
Hs.241579	-0.019
Hs.169875	0.031
Hs.17428	-0.254
Hs.163725	-0.194
Hs.449936	0.307
Hs.54751	0.494
Hs.370422	-0.566
Hs.389075	0.177
Hs.170087	-0.817
Hs.424926	-0.267
Hs.6360	-0.023
Hs.348446	-0.337
Hs.433578	0.03
Hs.415209	-0.102
Hs.75264	-0.176
Hs.301743	-0.222
Hs.195464	-0.108
Hs.83286	-0.147
Hs.75216	0.12
Hs.133160	0.025
Hs.378901	0.285
Hs.170162	0.137
Hs.301065	0.273
Hs.75081	-0.269
Hs.22905	-0.684
Hs.22785	-0.412
Hs.75219	-0.334
Hs.255230	0.093
Hs.442734	0.004
